あっ,あっ,Ah!
愛,あい,love
挨拶,あいさつ,greeting
愛情,あいじょう,love
合図,あいず,sign
アイスクリーム,あいすくりーむ,ice cream
愛する,あいする,to love
相手,あいて,companion
あいにく,あいにく,unfortunately
アウト,あうと,out
明かり,あかり,lamplight
空き,あき,room
明らか,あきらか,obvious
諦める,あきらめる,to give up
飽きる,あきる,to get tired of
握手,あくしゅ,handshake
悪魔,あくま,devil
明ける,あける,to dawn
あした,あした,tomorrow
預ける,あずける,to give into custody
汗,あせ,sweat
与える,あたえる,to give
暖かい,あたたか,warm
辺り,あたり,vicinity
当たる,あたる,to be hit
あちこち,あちこち,here and there
扱う,あつかう,to handle
集まり,あつまり,gathering
当てる,あてる,to hit
穴,あな,hole
浴びる,あびる,to bathe
油,あぶら,oil
余り,あまり,not very 
誤り,あやまり,error
粗,あら,defect
嵐,あらし,storm
新た,あらた,new
あらゆる,あらゆる,all
表す,あらわす,to express
現す,あらわす,to show
現れ,あらわれ,embodiment
有る,ある,to be
或,ある,a certain...
あるいは,あるいは,or
アルバム,あるばむ,album
泡,あわ,bubble
合わせる,あわせる,to join together
哀れ,あわれ,helpless
案,あん,plan
暗記,あんき,memorization
安定,あんてい,stability
案内,あんない,information
あんなに,あんなに,to that extent
あんまり,あんまり,not very
胃,い,stomach
いい,いい,good
よい,よい,good
いえ,いえ,TODO same as いいえ?
委員,いいん,committee member
言う,ゆう,to say
意外,いがい,unexpected
行き,いき,going
行き,ゆき,going
息,いき,breath
勢い,いきおい,force
生き物,いきもの,living thing
幾つ,いくつ,how many?
幾ら,いくら,how much?
いけない,いけない,must not do
医師,いし,doctor
意思,いし,intention
意志,いし,will
維持,いじ,maintenance
意識,いしき,consciousness
異常,いじょう,strangeness
椅子,いす,chair
泉,いずみ,spring
いずれ,いずれ,where
以前,いぜん,ago
板,いた,board
偉大,いだい,greatness
いたずら,いたずら,tease
いただきます,いただきます,expression of gratitude before meals
頂く,いただく,to receive
痛み,いたみ,pain
至る,いたる,to come
いち,いち,market
位置,いち,place
一時,いちじ,moment
一度に,いちどに,all at once
一番,いちばん,best
いつか,いつか,sometime
一家,いっか,a house
一種,いっしゅ,a species
一瞬,いっしゅん,a moment
一生,いっしょう,whole life
一層,いっそう,much more
一般,いっぱん,general
いつまでも,いつまでも,forever
いつも,いつも,always
移動,いどう,removal
従兄弟,いとこ,cousin 
稲,いね,rice-plant
居眠り,いねむり,dozing
命,いのち,command
違反,いはん,violation 
衣服,いふく,clothes
居間,いま,living room 
今に,いまに,before long
今にも,いまにも,at any time
否,いや,no
以来,いらい,since
いらいら,いらいら,getting nervous
いらっしゃい,いらっしゃい,welcome
医療,いりょう,medical care
岩,いわ,rock
祝い,いわい,celebration
祝う,いわう,to congratulate
言わば,いわば,so to speak
いわゆる,いわゆる,the so-called
インク,いんく,ink
印刷,いんさつ,printing
印象,いんしょう,impression
引退,いんたい,retire
引用,いんよう,quotation
ウイスキー,ういすきー,whisky
上,うわ,upper
魚,うお,fish
うがい,うがい,gargle
受け取る,うけとる,to receive
動かす,うごかす,to move
兎,うさぎ,rabbit
牛,うし,cattle
失う,うしなう,to lose
後,うしろ,afterwards
嘘,うそ,lie
疑う,うたがう,to doubt
内,うち,inside
宇宙,うちゅう,universe
撃つ,うつ,to attack
移す,うつす,to remove
訴える,うったえる,to sue 
うなる,うなる,to groan
奪う,うばう,to snatch away
うまい,うまい,delicious
生まれ,うまれ,birth
梅,うめ,plum
裏切る,うらぎる,to betray
うるさい,うるさい,noisy
嬉しい,うれしい,happy
売れる,うれる,to be sold
噂,うわさ,rumour
運,うん,fortune
運転,うんてん,operation
運動,うんどう,motion
柄,え,handle
永遠,えいえん,eternity
永久,えいきゅう,eternity
影響,えいきょう,influence
営業,えいぎょう,business
衛星,えいせい,satellite
栄養,えいよう,nutrition
笑顔,えがお,smiling face
描く,えがく,to draw
餌,えさ,feed
得る,える,to get
得る,うる,to get
円,えん,circle
延期,えんき,postponement
演技,えんぎ,acting
援助,えんじょ,assistance
エンジン,えんじん,engine
演説,えんぜつ,speech
演奏,えんそう,musical performance
遠慮,えんりょ,diffidence
御,お,honourable
老い,おい,old age
追い付く,おいつく,to overtake
王,おう,king
追う,おう,to chase
王様,おうさま,king
王子,おうじ,prince
応じる,おうじる,to respond
横断,おうだん,crossing
終える,おえる,to finish
大いに,おおいに,very
覆う,おおう,to cover
大家,おおや,rich family
丘,おか,hill
沖,おき,open sea
奥,おく,interior
贈る,おくる,to send
起こる,おこる,to occur
幼い,おさない,very young
収める,おさめる,to obtain
おじいさん,おじいさん,grandfather
おしゃべり,おしゃべり,chattering
汚染,おせん,pollution
おそらく,おそらく,perhaps
恐れる,おそれる,to fear
恐ろしい,おそろしい,terrible
お互い,おたがい,mutual
穏やか,おだやか,calm
男の人,おとこのひと,man
劣る,おとる,to fall behind
お腹,おなか,stomach
鬼,おに,ogre
帯,おび,band 
お昼,おひる,lunch
オフィス,おふぃす,office
溺れる,おぼれる,to be drowned
おめでとう,おめでとう,Congratulations!
思い出,おもいで,memories
主に,おもに,mainly
思わず,おもわず,unintentional
おや,おや,parents
泳ぎ,およぎ,swimming
およそ,およそ,about
及ぼす,およぼす,to exert
居る,おる,to be 
下す,おろす,to lower
降ろす,おろす,to take down
終,おわり,the end
音,おん,sound
恩,おん,favour
温暖,おんだん,warmth
温度,おんど,temperature
可,か,passable
課,か,counter for chapters 
カー,かー,car
カード,かーど,card
会,かい,meeting
回,かい,counter for occurrences
害,がい,injury
会員,かいいん,member
絵画,かいが,picture
海外,かいがい,foreign
会計,かいけい,account
解決,かいけつ,settlement
会合,かいごう,meeting
外交,がいこう,diplomacy
開始,かいし,start
解釈,かいしゃく,explanation
外出,がいしゅつ,outing
改善,かいぜん,betterment
快適,かいてき,pleasant
回復,かいふく,recovery 
飼う,かう,to keep
替える,かえる,to exchange
換える,かえる,to exchange
香り,かおり,aroma
画家,がか,painter
抱える,かかえる,to hold or carry under or in the arms
価格,かかく,price
化学,かがく,chemistry
輝く,かがやく,to shine
係,かかり,official
掛かる,かかる,to take 
罹る,かかる,to suffer from
鍵,かぎ,key
限る,かぎる,to restrict
描く,かく,to draw
家具,かぐ,furniture
学,がく,learning
額,がく,forehead
覚悟,かくご,resolution
確実,かくじつ,certainty
学者,がくしゃ,scholar
学習,がくしゅう,study
隠す,かくす,to hide
拡大,かくだい,magnification
確認,かくにん,affirmation
学問,がくもん,scholarship
隠れる,かくれる,to hide
影,かげ,shade
陰,かげ,shade
欠ける,かける,to be lacking
加減,かげん,addition and subtraction
過去,かこ,the past
籠,かご,basket
囲む,かこむ,to surround
火災,かさい,conflagration
貸し,かし,loan
菓子,かし,pastry
家事,かじ,housework
賢い,かしこい,wise
歌手,かしゅ,singer
数,かず,number
稼ぐ,かせぐ,to earn income
数える,かぞえる,to count
型,かた,mold
肩,かた,shoulder
硬い,かたい,solid
方々,かたがた,persons
刀,かたな,sword
語る,かたる,to talk
勝ち,かち,win
価値,かち,value
がっかり,がっかり,feel disappointed
活気,かっき,energy
学期,がっき,term 
格好,かっこう,shape
活動,かつどう,action
